C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
A011,R080,01-00-01,57 ST-7 AVE,NQR,BMT,03/20/2015,00:00:00,REGULAR,0014161847,0016338344                                          
A011,R080,01-00-01,57 ST-7 AVE,NQR,BMT,03/20/2015,04:00:00,REGULAR,0014161906,0016338357                                          
A011,R080,01-00-01,57 ST-7 AVE,NQR,BMT,03/20/2015,08:00:00,REGULAR,0014161968,0016338546                                          
A011,R080,01-00-01,57 ST-7 AVE,NQR,BMT,03/20/2015,12:00:00,REGULAR,0014162314,0016339178                                          
A011,R080,01-00-01,57 ST-7 AVE,NQR,BMT,03/20/2015,16:00:00,REGULAR,0014162773,0016339376                                          
A011,R080,01-00-01,57 ST-7 AVE,NQR,BMT,03/20/2015,20:00:00,REGULAR,0014163858,0016339567                                          
A011,R080,01-00-02,57 ST-7 AVE,NQR,BMT,03/14/2015,00:00:00,REGULAR,1560349283,1291908932                                          
A011,R080,01-00-02,57 ST-7 AVE,NQR,BMT,03/14/2015,04:00:00,REGULAR,1560349349,1291908943                                          
A011,R080,01-00-02,57 ST-7 AVE,NQR,BMT,03/14/2015,08:00:00,REGULAR,1560349367,1291909012                                          
A011,R080,01-00-02,57 ST-7 AVE,NQR,BMT,03/14/2015,12:00:00,REGULAR,1560349488,1291909164                                          
A011,R080,01-00-02,57 ST-7 AVE,NQR,BMT,03/14/2015,16:00:00,REGULAR,1560349751,1291909337                                          
A011,R080,01-00-02,57 ST-7 AVE,NQR,BMT,03/14/2015,20:00:00,REGULAR,1560350062,1291909508                                          
A011,R080,01-00-02,57 ST-7 AVE,NQR,BMT,03/15/2015,00:00:00,REGULAR,1560350251,1291909580                                          
A011,R080,01-00-02,57 ST-7 AVE,NQR,BMT,03/15/2015,04:00:00,REGULAR,1560350313,1291909599                                          
A011,R080,01-00-02,57 ST-7 AVE,NQR,BMT,03/15/2015,08:00:00,REGULAR,1560350328,1291909659                                          
A011,R080,01-00-02,57 ST-7 AVE,NQR,BMT,03/15/2015,12:00:00,REGULAR,1560350470,1291909806                                          
A011,R080,01-00-02,57 ST-7 AVE,NQR,BMT,03/15/2015,16:00:00,REGULAR,1560350610,1291909984                                          
A011,R080,01-00-02,57 ST-7 AVE,NQR,BMT,03/15/2015,20:00:00,REGULAR,1560350830,1291910089                                          
A011,R080,01-00-02,57 ST-7 AVE,NQR,BMT,03/16/2015,00:00:00,REGULAR,1560350955,1291910129                                          
A011,R080,01-00-02,57 ST-7 AVE,NQR,BMT,03/16/2015,04:00:00,REGULAR,1560350977,1291910132                                          
A011,R080,01-00-02,57 ST-7 AVE,NQR,BMT,03/16/2015,07:17:36,REGULAR,1560350999,1291910222                                          
A011,R080,01-00-02,57 ST-7 AVE,NQR,BMT,03/16/2015,07:18:56,REGULAR,1560351000,1291910222                                          
A011,R080,01-00-02,57 ST-7 AVE,NQR,BMT,03/16/2015,07:20:17,REGULAR,1560351000,1291910222                                          
A011,R080,01-00-02,57 ST-7 AVE,NQR,BMT,03/16/2015,07:21:43,REGULAR,1560351000,1291910227                                          
A011,R080,01-00-02,57 ST-7 AVE,NQR,BMT,03/16/2015,07:23:04,REGULAR,1560351000,1291910229                                          
A011,R080,01-00-02,57 ST-7 AVE,NQR,BMT,03/16/2015,07:24:24,REGULAR,1560351001,1291910229                                          
A011,R080,01-00-02,57 ST-7 AVE,NQR,BMT,03/16/2015,08:00:00,REGULAR,1560351022,1291910301                                          
A011,R080,01-00-02,57 ST-7 AVE,NQR,BMT,03/16/2015,12:00:00,REGULAR,1560351290,1291910907                                          
A011,R080,01-00-02,57 ST-7 AVE,NQR,BMT,03/16/2015,16:00:00,REGULAR,1560351616,1291911080                                          
A011,R080,01-00-02,57 ST-7 AVE,NQR,BMT,03/16/2015,20:00:00,REGULAR,1560352443,1291911269                                          
A011,R080,01-00-02,57 ST-7 AVE,NQR,BMT,03/17/2015,00:00:00,REGULAR,1560352694,1291911316                                          
A011,R080,01-00-02,57 ST-7 AVE,NQR,BMT,03/17/2015,04:00:00,REGULAR,1560352713,1291911319                                          
A011,R080,01-00-02,57 ST-7 AVE,NQR,BMT,03/17/2015,08:00:00,REGULAR,1560352754,1291911493                                          
A011,R080,01-00-02,57 ST-7 AVE,NQR,BMT,03/17/2015,12:00:00,REGULAR,1560352987,1291912071                                          
A011,R080,01-00-02,57 ST-7 AVE,NQR,BMT,03/17/2015,16:00:00,REGULAR,1560353283,1291912285                                          
A011,R080,01-00-02,57 ST-7 AVE,NQR,BMT,03/17/2015,20:00:00,REGULAR,1560354193,1291912498                                          
A011,R080,01-00-02,57 ST-7 AVE,NQR,BMT,03/18/2015,00:00:00,REGULAR,1560354475,1291912575                                          
A011,R080,01-00-02,57 ST-7 AVE,NQR,BMT,03/18/2015,04:00:00,REGULAR,1560354525,1291912579                                          
A011,R080,01-00-02,57 ST-7 AVE,NQR,BMT,03/18/2015,08:00:00,REGULAR,1560354562,1291912774                                          
A011,R080,01-00-02,57 ST-7 AVE,NQR,BMT,03/18/2015,12:00:00,REGULAR,1560354805,1291913394                                          
A011,R080,01-00-02,57 ST-7 AVE,NQR,BMT,03/18/2015,16:00:00,REGULAR,1560355166,1291913588                                          
A011,R080,01-00-02,57 ST-7 AVE,NQR,BMT,03/18/2015,20:00:00,REGULAR,1560355997,1291913811                                          
A011,R080,01-00-02,57 ST-7 AVE,NQR,BMT,03/19/2015,00:00:00,REGULAR,1560356272,1291913876                                          
A011,R080,01-00-02,57 ST-7 AVE,NQR,BMT,03/19/2015,04:00:00,REGULAR,1560356307,1291913885                                          
A011,R080,01-00-02,57 ST-7 AVE,NQR,BMT,03/19/2015,08:00:00,REGULAR,1560356349,1291914091                                          
A011,R080,01-00-02,57 ST-7 AVE,NQR,BMT,03/19/2015,12:00:00,REGULAR,1560356615,1291914745                                          
A011,R080,01-00-02,57 ST-7 AVE,NQR,BMT,03/19/2015,16:00:00,REGULAR,1560356927,1291914956                                          
A011,R080,01-00-02,57 ST-7 AVE,NQR,BMT,03/19/2015,20:00:00,REGULAR,1560357849,1291915167                                          
A011,R080,01-00-02,57 ST-7 AVE,NQR,BMT,03/20/2015,00:00:00,REGULAR,1560358138,1291915229                                          
A011,R080,01-00-02,57 ST-7 AVE,NQR,BMT,03/20/2015,04:00:00,REGULAR,1560358180,1291915241                                          
A011,R080,01-00-02,57 ST-7 AVE,NQR,BMT,03/20/2015,08:00:00,REGULAR,1560358207,1291915421                                          
A011,R080,01-00-02,57 ST-7 AVE,NQR,BMT,03/20/2015,12:00:00,REGULAR,1560358457,1291915995                                          
A011,R080,01-00-02,57 ST-7 AVE,NQR,BMT,03/20/2015,16:00:00,REGULAR,1560358802,1291916182                                          
A011,R080,01-00-02,57 ST-7 AVE,NQR,BMT,03/20/2015,20:00:00,REGULAR,1560359637,1291916443                                          
A011,R080,01-00-03,57 ST-7 AVE,NQR,BMT,03/14/2015,00:00:00,REGULAR,1660982971,1258233133                                          
A011,R080,01-00-03,57 ST-7 AVE,NQR,BMT,03/14/2015,04:00:00,REGULAR,1660983012,1258233117                                          
A011,R080,01-00-03,57 ST-7 AVE,NQR,BMT,03/14/2015,08:00:00,REGULAR,1660983031,1258233076                                          
A011,R080,01-00-03,57 ST-7 AVE,NQR,BMT,03/14/2015,12:00:00,REGULAR,1660983138,1258232861                                          
A011,R080,01-00-03,57 ST-7 AVE,NQR,BMT,03/14/2015,16:00:00,REGULAR,1660983344,1258232597                                          
A011,R080,01-00-03,57 ST-7 AVE,NQR,BMT,03/14/2015,20:00:00,REGULAR,1660983607,1258232260                                          
A011,R080,01-00-03,57 ST-7 AVE,NQR,BMT,03/15/2015,00:00:00,REGULAR,1660983764,1258232149                                          
A011,R080,01-00-03,57 ST-7 AVE,NQR,BMT,03/15/2015,04:00:00,REGULAR,1660983803,1258232128                                          
A011,R080,01-00-03,57 ST-7 AVE,NQR,BMT,03/15/2015,08:00:00,REGULAR,1660983822,1258232081                                          
A011,R080,01-00-03,57 ST-7 AVE,NQR,BMT,03/15/2015,12:00:00,REGULAR,1660983969,1258231904                                          
A011,R080,01-00-03,57 ST-7 AVE,NQR,BMT,03/15/2015,16:00:00,REGULAR,1660984136,1258231620                                          
A011,R080,01-00-03,57 ST-7 AVE,NQR,BMT,03/15/2015,20:00:00,REGULAR,1660984351,1258231428                                          
A011,R080,01-00-03,57 ST-7 AVE,NQR,BMT,03/16/2015,00:00:00,REGULAR,1660984437,1258231352                                          
A011,R080,01-00-03,57 ST-7 AVE,NQR,BMT,03/16/2015,04:00:00,REGULAR,1660984453,1258231345                                          
A011,R080,01-00-03,57 ST-7 AVE,NQR,BMT,03/16/2015,07:17:36,REGULAR,1660984466,1258231277                                          
A011,R080,01-00-03,57 ST-7 AVE,NQR,BMT,03/16/2015,07:18:56,REGULAR,1660984466,1258231277                                          
A011,R080,01-00-03,57 ST-7 AVE,NQR,BMT,03/16/2015,07:20:17,REGULAR,1660984466,1258231277                                          
A011,R080,01-00-03,57 ST-7 AVE,NQR,BMT,03/16/2015,07:21:43,REGULAR,1660984466,1258231274                                          
A011,R080,01-00-03,57 ST-7 AVE,NQR,BMT,03/16/2015,07:23:04,REGULAR,1660984466,1258231272                                          
A011,R080,01-00-03,57 ST-7 AVE,NQR,BMT,03/16/2015,07:24:24,REGULAR,1660984468,1258231272                                          
A011,R080,01-00-03,57 ST-7 AVE,NQR,BMT,03/16/2015,08:00:00,REGULAR,1660984483,1258231213                                          
A011,R080,01-00-03,57 ST-7 AVE,NQR,BMT,03/16/2015,12:00:00,REGULAR,1660984683,1258230676                                          
A011,R080,01-00-03,57 ST-7 AVE,NQR,BMT,03/16/2015,16:00:00,REGULAR,1660984920,1258230385                                          
A011,R080,01-00-03,57 ST-7 AVE,NQR,BMT,03/16/2015,20:00:00,REGULAR,1660985686,1258229990                                          
A011,R080,01-00-03,57 ST-7 AVE,NQR,BMT,03/17/2015,00:00:00,REGULAR,1660985907,1258229874                                          
A011,R080,01-00-03,57 ST-7 AVE,NQR,BMT,03/17/2015,04:00:00,REGULAR,1660985936,1258229870                                          
A011,R080,01-00-03,57 ST-7 AVE,NQR,BMT,03/17/2015,08:00:00,REGULAR,1660985974,1258229736                                          
A011,R080,01-00-03,57 ST-7 AVE,NQR,BMT,03/17/2015,12:00:00,REGULAR,1660986178,1258229120                                          
A011,R080,01-00-03,57 ST-7 AVE,NQR,BMT,03/17/2015,16:00:00,REGULAR,1660986444,1258228821                                          
A011,R080,01-00-03,57 ST-7 AVE,NQR,BMT,03/17/2015,20:00:00,REGULAR,1660987244,1258228394                                          
A011,R080,01-00-03,57 ST-7 AVE,NQR,BMT,03/18/2015,00:00:00,REGULAR,1660987543,1258228257                                          
A011,R080,01-00-03,57 ST-7 AVE,NQR,BMT,03/18/2015,04:00:00,REGULAR,1660987584,1258228243                                          
A011,R080,01-00-03,57 ST-7 AVE,NQR,BMT,03/18/2015,08:00:00,REGULAR,1660987628,1258228111                                          
A011,R080,01-00-03,57 ST-7 AVE,NQR,BMT,03/18/2015,12:00:00,REGULAR,1660987851,1258227439                                          
A011,R080,01-00-03,57 ST-7 AVE,NQR,BMT,03/18/2015,16:00:00,REGULAR,1660988164,1258227136                                          
A011,R080,01-00-03,57 ST-7 AVE,NQR,BMT,03/18/2015,20:00:00,REGULAR,1660988974,1258226703                                          
A011,R080,01-00-03,57 ST-7 AVE,NQR,BMT,03/19/2015,00:00:00,REGULAR,1660989261,1258226567                                          
A011,R080,01-00-03,57 ST-7 AVE,NQR,BMT,03/19/2015,04:00:00,REGULAR,1660989295,1258226556                                          
A011,R080,01-00-03,57 ST-7 AVE,NQR,BMT,03/19/2015,08:00:00,REGULAR,1660989336,1258226433                                          
A011,R080,01-00-03,57 ST-7 AVE,NQR,BMT,03/19/2015,12:00:00,REGULAR,1660989562,1258225818                                          
A011,R080,01-00-03,57 ST-7 AVE,NQR,BMT,03/19/2015,16:00:00,REGULAR,1660989873,1258225547                                          
A011,R080,01-00-03,57 ST-7 AVE,NQR,BMT,03/19/2015,20:00:00,REGULAR,1660990681,1258225120                                          
A011,R080,01-00-03,57 ST-7 AVE,NQR,BMT,03/20/2015,00:00:00,REGULAR,1660990937,1258224987                                          
A011,R080,01-00-03,57 ST-7 AVE,NQR,BMT,03/20/2015,04:00:00,REGULAR,1660990972,1258224975                                          
A011,R080,01-00-03,57 ST-7 AVE,NQR,BMT,03/20/2015,08:00:00,REGULAR,1660991003,1258224870                                          
A011,R080,01-00-03,57 ST-7 AVE,NQR,BMT,03/20/2015,12:00:00,REGULAR,1660991191,1258224285                                          
A011,R080,01-00-03,57 ST-7 AVE,NQR,BMT,03/20/2015,16:00:00,REGULAR,1660991482,1258224001                                          
A011,R080,01-00-03,57 ST-7 AVE,NQR,BMT,03/20/2015,20:00:00,REGULAR,1660992338,1258223576                                          
A011,R080,01-00-04,57 ST-7 AVE,NQR,BMT,03/14/2015,00:00:00,REGULAR,1895784704,1778333701                                          
A011,R080,01-00-04,57 ST-7 AVE,NQR,BMT,03/14/2015,04:00:00,REGULAR,1895784631,1778333656                                          
A011,R080,01-00-04,57 ST-7 AVE,NQR,BMT,03/14/2015,08:00:00,REGULAR,1895784602,1778333590                                          
A011,R080,01-00-04,57 ST-7 AVE,NQR,BMT,03/14/2015,12:00:00,REGULAR,1895784446,1778333273                                          
A011,R080,01-00-04,57 ST-7 AVE,NQR,BMT,03/14/2015,16:00:00,REGULAR,1895784183,1778332829                                          
A011,R080,01-00-04,57 ST-7 AVE,NQR,BMT,03/14/2015,20:00:00,REGULAR,1895783805,1778332380                                          
A011,R080,01-00-04,57 ST-7 AVE,NQR,BMT,03/15/2015,00:00:00,REGULAR,1895783602,1778332164                                          
A011,R080,01-00-04,57 ST-7 AVE,NQR,BMT,03/15/2015,04:00:00,REGULAR,1895783536,1778332125                                          
A011,R080,01-00-04,57 ST-7 AVE,NQR,BMT,03/15/2015,08:00:00,REGULAR,1895783498,1778332039                                          
A011,R080,01-00-04,57 ST-7 AVE,NQR,BMT,03/15/2015,12:00:00,REGULAR,1895783335,1778331747                                          
A011,R080,01-00-04,57 ST-7 AVE,NQR,BMT,03/15/2015,16:00:00,REGULAR,1895783134,1778331306                                          
A011,R080,01-00-04,57 ST-7 AVE,NQR,BMT,03/15/2015,20:00:00,REGULAR,1895782848,1778330978                                          
A011,R080,01-00-04,57 ST-7 AVE,NQR,BMT,03/16/2015,00:00:00,REGULAR,1895782668,1778330848                                          
A011,R080,01-00-04,57 ST-7 AVE,NQR,BMT,03/16/2015,04:00:00,REGULAR,1895782626,1778330833                                          
A011,R080,01-00-04,57 ST-7 AVE,NQR,BMT,03/16/2015,07:17:36,REGULAR,1895782598,1778330736                                          
A011,R080,01-00-04,57 ST-7 AVE,NQR,BMT,03/16/2015,07:18:56,REGULAR,1895782597,1778330736                                          
A011,R080,01-00-04,57 ST-7 AVE,NQR,BMT,03/16/2015,07:20:17,REGULAR,1895782597,1778330736                                          
A011,R080,01-00-04,57 ST-7 AVE,NQR,BMT,03/16/2015,07:21:43,REGULAR,1895782597,1778330733                                          
A011,R080,01-00-04,57 ST-7 AVE,NQR,BMT,03/16/2015,07:23:04,REGULAR,1895782597,1778330730                                          
A011,R080,01-00-04,57 ST-7 AVE,NQR,BMT,03/16/2015,07:24:24,REGULAR,1895782597,1778330727                                          
A011,R080,01-00-04,57 ST-7 AVE,NQR,BMT,03/16/2015,08:00:00,REGULAR,1895782584,1778330640                                          
A011,R080,01-00-04,57 ST-7 AVE,NQR,BMT,03/16/2015,12:00:00,REGULAR,1895782375,1778329764                                          
A011,R080,01-00-04,57 ST-7 AVE,NQR,BMT,03/16/2015,16:00:00,REGULAR,1895782012,1778329377                                          
A011,R080,01-00-04,57 ST-7 AVE,NQR,BMT,03/16/2015,20:00:00,REGULAR,1895780991,1778328888                                          
A011,R080,01-00-04,57 ST-7 AVE,NQR,BMT,03/17/2015,00:00:00,REGULAR,1895780681,1778328727                                          
A011,R080,01-00-04,57 ST-7 AVE,NQR,BMT,03/17/2015,04:00:00,REGULAR,1895780611,1778328716                                          
A011,R080,01-00-04,57 ST-7 AVE,NQR,BMT,03/17/2015,08:00:00,REGULAR,1895780562,1778328491                                          
A011,R080,01-00-04,57 ST-7 AVE,NQR,BMT,03/17/2015,12:00:00,REGULAR,1895780340,1778327588                                          
A011,R080,01-00-04,57 ST-7 AVE,NQR,BMT,03/17/2015,16:00:00,REGULAR,1895779919,1778327143                                          
A011,R080,01-00-04,57 ST-7 AVE,NQR,BMT,03/17/2015,20:00:00,REGULAR,1895778869,1778326562                                          
A011,R080,01-00-04,57 ST-7 AVE,NQR,BMT,03/18/2015,00:00:00,REGULAR,1895778445,1778326367                                          
A011,R080,01-00-04,57 ST-7 AVE,NQR,BMT,03/18/2015,04:00:00,REGULAR,1895778382,1778326347                                          
A011,R080,01-00-04,57 ST-7 AVE,NQR,BMT,03/18/2015,08:00:00,REGULAR,1895778335,1778326110                                          
A011,R080,01-00-04,57 ST-7 AVE,NQR,BMT,03/18/2015,12:00:00,REGULAR,1895778099,1778325190                                          
A011,R080,01-00-04,57 ST-7 AVE,NQR,BMT,03/18/2015,16:00:00,REGULAR,1895777692,1778324709                                          
A011,R080,01-00-04,57 ST-7 AVE,NQR,BMT,03/18/2015,20:00:00,REGULAR,1895776653,1778324150                                          
A011,R080,01-00-04,57 ST-7 AVE,NQR,BMT,03/19/2015,00:00:00,REGULAR,1895776253,1778323942                                          
A011,R080,01-00-04,57 ST-7 AVE,NQR,BMT,03/19/2015,04:00:00,REGULAR,1895776184,1778323923                                          
A011,R080,01-00-04,57 ST-7 AVE,NQR,BMT,03/19/2015,08:00:00,REGULAR,1895776141,1778323696                                          
A011,R080,01-00-04,57 ST-7 AVE,NQR,BMT,03/19/2015,12:00:00,REGULAR,1895775864,1778322754                                          
A011,R080,01-00-04,57 ST-7 AVE,NQR,BMT,03/19/2015,16:00:00,REGULAR,1895775456,1778322292                                          
A011,R080,01-00-04,57 ST-7 AVE,NQR,BMT,03/19/2015,20:00:00,REGULAR,1895774449,1778321740                                          
A011,R080,01-00-04,57 ST-7 AVE,NQR,BMT,03/20/2015,00:00:00,REGULAR,1895774034,1778321538                                          
A011,R080,01-00-04,57 ST-7 AVE,NQR,BMT,03/20/2015,04:00:00,REGULAR,1895773962,1778321518                                          
A011,R080,01-00-04,57 ST-7 AVE,NQR,BMT,03/20/2015,08:00:00,REGULAR,1895773914,1778321348                                          
A011,R080,01-00-04,57 ST-7 AVE,NQR,BMT,03/20/2015,12:00:00,REGULAR,1895773696,1778320461                                          
A011,R080,01-00-04,57 ST-7 AVE,NQR,BMT,03/20/2015,16:00:00,REGULAR,1895773275,1778320049                                          
A011,R080,01-00-04,57 ST-7 AVE,NQR,BMT,03/20/2015,20:00:00,REGULAR,1895772251,1778319542                                          
A011,R080,01-00-05,57 ST-7 AVE,NQR,BMT,03/14/2015,00:00:00,REGULAR,1224657863,1493070840                                          
A011,R080,01-00-05,57 ST-7 AVE,NQR,BMT,03/14/2015,04:00:00,REGULAR,1224657765,1493070791                                          
A011,R080,01-00-05,57 ST-7 AVE,NQR,BMT,03/14/2015,08:00:00,REGULAR,1224657729,1493070694                                          
A011,R080,01-00-05,57 ST-7 AVE,NQR,BMT,03/14/2015,12:00:00,REGULAR,1224657586,1493070209                                          
A011,R080,01-00-05,57 ST-7 AVE,NQR,BMT,03/14/2015,16:00:00,REGULAR,1224657284,1493069722                                          
A011,R080,01-00-05,57 ST-7 AVE,NQR,BMT,03/14/2015,20:00:00,REGULAR,1224656876,1493069237                                          
A011,R080,01-00-05,57 ST-7 AVE,NQR,BMT,03/15/2015,00:00:00,REGULAR,1224656589,1493069011                                          
A011,R080,01-00-05,57 ST-7 AVE,NQR,BMT,03/15/2015,04:00:00,REGULAR,1224656501,1493068944                                          
A011,R080,01-00-05,57 ST-7 AVE,NQR,BMT,03/15/2015,08:00:00,REGULAR,1224656466,1493068833                                          
A011,R080,01-00-05,57 ST-7 AVE,NQR,BMT,03/15/2015,12:00:00,REGULAR,1224656345,1493068430                                          
A011,R080,01-00-05,57 ST-7 AVE,NQR,BMT,03/15/2015,16:00:00,REGULAR,1224656098,1493067862                                          
A011,R080,01-00-05,57 ST-7 AVE,NQR,BMT,03/15/2015,20:00:00,REGULAR,1224655752,1493067510                                          
A011,R080,01-00-05,57 ST-7 AVE,NQR,BMT,03/16/2015,00:00:00,REGULAR,1224655542,1493067374                                          
A011,R080,01-00-05,57 ST-7 AVE,NQR,BMT,03/16/2015,04:00:00,REGULAR,1224655499,1493067351                                          
A011,R080,01-00-05,57 ST-7 AVE,NQR,BMT,03/16/2015,07:17:36,REGULAR,1224655463,1493067214                                          
A011,R080,01-00-05,57 ST-7 AVE,NQR,BMT,03/16/2015,07:18:56,REGULAR,1224655463,1493067214                                          
A011,R080,01-00-05,57 ST-7 AVE,NQR,BMT,03/16/2015,07:20:17,REGULAR,1224655463,1493067214                                          
A011,R080,01-00-05,57 ST-7 AVE,NQR,BMT,03/16/2015,07:21:43,REGULAR,1224655458,1493067212                                          
A011,R080,01-00-05,57 ST-7 AVE,NQR,BMT,03/16/2015,07:23:04,REGULAR,1224655457,1493067205                                          
A011,R080,01-00-05,57 ST-7 AVE,NQR,BMT,03/16/2015,07:24:24,REGULAR,1224655457,1493067204                                          
A011,R080,01-00-05,57 ST-7 AVE,NQR,BMT,03/16/2015,08:00:00,REGULAR,1224655441,1493067078                                          
A011,R080,01-00-05,57 ST-7 AVE,NQR,BMT,03/16/2015,12:00:00,REGULAR,1224655210,1493066007                                          
A011,R080,01-00-05,57 ST-7 AVE,NQR,BMT,03/16/2015,16:00:00,REGULAR,1224654768,1493065557                                          
A011,R080,01-00-05,57 ST-7 AVE,NQR,BMT,03/16/2015,20:00:00,REGULAR,1224653472,1493065136                                          
A011,R080,01-00-05,57 ST-7 AVE,NQR,BMT,03/17/2015,00:00:00,REGULAR,1224653074,1493065019                                          
A011,R080,01-00-05,57 ST-7 AVE,NQR,BMT,03/17/2015,04:00:00,REGULAR,1224653004,1493065008                                          
A011,R080,01-00-05,57 ST-7 AVE,NQR,BMT,03/17/2015,08:00:00,REGULAR,1224652967,1493064713                                          
A011,R080,01-00-05,57 ST-7 AVE,NQR,BMT,03/17/2015,12:00:00,REGULAR,1224652736,1493063546                                          
A011,R080,01-00-05,57 ST-7 AVE,NQR,BMT,03/17/2015,16:00:00,REGULAR,1224652184,1493063084                                          
A011,R080,01-00-05,57 ST-7 AVE,NQR,BMT,03/17/2015,20:00:00,REGULAR,1224650856,1493062710                                          
A011,R080,01-00-05,57 ST-7 AVE,NQR,BMT,03/18/2015,00:00:00,REGULAR,1224650344,1493062509                                          
A011,R080,01-00-05,57 ST-7 AVE,NQR,BMT,03/18/2015,04:00:00,REGULAR,1224650262,1493062490                                          
A011,R080,01-00-05,57 ST-7 AVE,NQR,BMT,03/18/2015,08:00:00,REGULAR,1224650200,1493062212                                          
A011,R080,01-00-05,57 ST-7 AVE,NQR,BMT,03/18/2015,12:00:00,REGULAR,1224649980,1493061059                                          
A011,R080,01-00-05,57 ST-7 AVE,NQR,BMT,03/18/2015,16:00:00,REGULAR,1224649428,1493060535                                          
A011,R080,01-00-05,57 ST-7 AVE,NQR,BMT,03/18/2015,20:00:00,REGULAR,1224648087,1493060152                                          
A011,R080,01-00-05,57 ST-7 AVE,NQR,BMT,03/19/2015,00:00:00,REGULAR,1224647577,1493059974                                          
A011,R080,01-00-05,57 ST-7 AVE,NQR,BMT,03/19/2015,04:00:00,REGULAR,1224647491,1493059958                                          
A011,R080,01-00-05,57 ST-7 AVE,NQR,BMT,03/19/2015,08:00:00,REGULAR,1224647455,1493059649                                          
A011,R080,01-00-05,57 ST-7 AVE,NQR,BMT,03/19/2015,12:00:00,REGULAR,1224647209,1493058507                                          
A011,R080,01-00-05,57 ST-7 AVE,NQR,BMT,03/19/2015,16:00:00,REGULAR,1224646702,1493057957                                          
A011,R080,01-00-05,57 ST-7 AVE,NQR,BMT,03/19/2015,20:00:00,REGULAR,1224645489,1493057454                                          
A011,R080,01-00-05,57 ST-7 AVE,NQR,BMT,03/20/2015,00:00:00,REGULAR,1224645009,1493057261                                          
A011,R080,01-00-05,57 ST-7 AVE,NQR,BMT,03/20/2015,04:00:00,REGULAR,1224644924,1493057242                                          
A011,R080,01-00-05,57 ST-7 AVE,NQR,BMT,03/20/2015,08:00:00,REGULAR,1224644877,1493056959                                          
A011,R080,01-00-05,57 ST-7 AVE,NQR,BMT,03/20/2015,12:00:00,REGULAR,1224644605,1493055908                                          
A011,R080,01-00-05,57 ST-7 AVE,NQR,BMT,03/20/2015,16:00:00,REGULAR,1224644056,1493055451                                          
A011,R080,01-00-05,57 ST-7 AVE,NQR,BMT,03/20/2015,20:00:00,REGULAR,1224642765,1493055046                                          
A013,R081,01-00-00,49 ST-7 AVE,NQR,BMT,03/14/2015,00:00:00,REGULAR,0005220075,0030669986                                          
A013,R081,01-00-00,49 ST-7 AVE,NQR,BMT,03/14/2015,04:00:00,REGULAR,0005220170,0030670209                                          
A013,R081,01-00-00,49 ST-7 AVE,NQR,BMT,03/14/2015,08:00:00,REGULAR,0005220190,0030670425                                          
A013,R081,01-00-00,49 ST-7 AVE,NQR,BMT,03/14/2015,12:00:00,REGULAR,0005220253,0030671091                                          
A013,R081,01-00-00,49 ST-7 AVE,NQR,BMT,03/14/2015,16:00:00,REGULAR,0005220364,0030672323                                          
A013,R081,01-00-00,49 ST-7 AVE,NQR,BMT,03/14/2015,20:00:00,REGULAR,0005220604,0030673683                                          
A013,R081,01-00-00,49 ST-7 AVE,NQR,BMT,03/15/2015,00:00:00,REGULAR,0005220843,0030674584                                          
A013,R081,01-00-00,49 ST-7 AVE,NQR,BMT,03/15/2015,04:00:00,REGULAR,0005220956,0030674794                                          
A013,R081,01-00-00,49 ST-7 AVE,NQR,BMT,03/15/2015,08:00:00,REGULAR,0005220983,0030674936                                          
A013,R081,01-00-00,49 ST-7 AVE,NQR,BMT,03/15/2015,12:00:00,REGULAR,0005221020,0030675702                                          
A013,R081,01-00-00,49 ST-7 AVE,NQR,BMT,03/15/2015,16:00:00,REGULAR,0005221137,0030676868                                          
A013,R081,01-00-00,49 ST-7 AVE,NQR,BMT,03/15/2015,20:00:00,REGULAR,0005221341,0030678094                                          
A013,R081,01-00-00,49 ST-7 AVE,NQR,BMT,03/16/2015,00:00:00,REGULAR,0005221524,0030678721                                          
A013,R081,01-00-00,49 ST-7 AVE,NQR,BMT,03/16/2015,04:00:00,REGULAR,0005221560,0030678791                                          
A013,R081,01-00-00,49 ST-7 AVE,NQR,BMT,03/16/2015,08:00:00,REGULAR,0005221587,0030679431                                          
A013,R081,01-00-00,49 ST-7 AVE,NQR,BMT,03/16/2015,12:00:00,REGULAR,0005221648,0030681012                                          
A013,R081,01-00-00,49 ST-7 AVE,NQR,BMT,03/16/2015,16:00:00,REGULAR,0005221840,0030682496                                          
A013,R081,01-00-00,49 ST-7 AVE,NQR,BMT,03/16/2015,20:00:00,REGULAR,0005222451,0030684331                                          
A013,R081,01-00-00,49 ST-7 AVE,NQR,BMT,03/17/2015,00:00:00,REGULAR,0005222761,0030685188                                          
A013,R081,01-00-00,49 ST-7 AVE,NQR,BMT,03/17/2015,04:00:00,REGULAR,0005222802,0030685270                                          
A013,R081,01-00-00,49 ST-7 AVE,NQR,BMT,03/17/2015,08:00:00,REGULAR,0005222838,0030685904                                          
A013,R081,01-00-00,49 ST-7 AVE,NQR,BMT,03/17/2015,12:00:00,REGULAR,0005222904,0030687608                                          
A013,R081,01-00-00,49 ST-7 AVE,NQR,BMT,03/17/2015,16:00:00,REGULAR,0005223093,0030689155                                          
