C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
A006,R079,00-00-02,5 AVE-59 ST,NQR,BMT,03/18/2015,10:00:00,REGULAR,0006824412,0003057323                                          
A006,R079,00-00-02,5 AVE-59 ST,NQR,BMT,03/18/2015,14:00:00,REGULAR,0006824610,0003057482                                          
A006,R079,00-00-02,5 AVE-59 ST,NQR,BMT,03/18/2015,18:00:00,REGULAR,0006825320,0003057599                                          
A006,R079,00-00-02,5 AVE-59 ST,NQR,BMT,03/18/2015,22:00:00,REGULAR,0006825859,0003057653                                          
A006,R079,00-00-02,5 AVE-59 ST,NQR,BMT,03/19/2015,02:00:00,REGULAR,0006825935,0003057661                                          
A006,R079,00-00-02,5 AVE-59 ST,NQR,BMT,03/19/2015,06:00:00,REGULAR,0006825939,0003057669                                          
A006,R079,00-00-02,5 AVE-59 ST,NQR,BMT,03/19/2015,10:00:00,REGULAR,0006825998,0003057965                                          
A006,R079,00-00-02,5 AVE-59 ST,NQR,BMT,03/19/2015,14:00:00,REGULAR,0006826192,0003058097                                          
A006,R079,00-00-02,5 AVE-59 ST,NQR,BMT,03/19/2015,18:00:00,REGULAR,0006826880,0003058207                                          
A006,R079,00-00-02,5 AVE-59 ST,NQR,BMT,03/19/2015,22:00:00,REGULAR,0006827452,0003058264                                          
A006,R079,00-00-02,5 AVE-59 ST,NQR,BMT,03/20/2015,02:00:00,REGULAR,0006827522,0003058272                                          
A006,R079,00-00-02,5 AVE-59 ST,NQR,BMT,03/20/2015,06:00:00,REGULAR,0006827529,0003058277                                          
A006,R079,00-00-02,5 AVE-59 ST,NQR,BMT,03/20/2015,10:00:00,REGULAR,0006827583,0003058518                                          
A006,R079,00-00-02,5 AVE-59 ST,NQR,BMT,03/20/2015,14:00:00,REGULAR,0006827789,0003058653                                          
A006,R079,00-00-02,5 AVE-59 ST,NQR,BMT,03/20/2015,18:00:00,REGULAR,0006828534,0003058776                                          
A006,R079,00-00-02,5 AVE-59 ST,NQR,BMT,03/20/2015,22:00:00,REGULAR,0006828987,0003058808                                          
A006,R079,00-00-03,5 AVE-59 ST,NQR,BMT,03/14/2015,02:00:00,REGULAR,0001569710,0000604092                                          
A006,R079,00-00-03,5 AVE-59 ST,NQR,BMT,03/14/2015,06:00:00,REGULAR,0001569711,0000604097                                          
A006,R079,00-00-03,5 AVE-59 ST,NQR,BMT,03/14/2015,10:00:00,REGULAR,0001569733,0000604159                                          
A006,R079,00-00-03,5 AVE-59 ST,NQR,BMT,03/14/2015,14:00:00,REGULAR,0001569813,0000604214                                          
A006,R079,00-00-03,5 AVE-59 ST,NQR,BMT,03/14/2015,18:00:00,REGULAR,0001570057,0000604261                                          
A006,R079,00-00-03,5 AVE-59 ST,NQR,BMT,03/14/2015,22:00:00,REGULAR,0001570226,0000604280                                          
A006,R079,00-00-03,5 AVE-59 ST,NQR,BMT,03/15/2015,02:00:00,REGULAR,0001570269,0000604282                                          
A006,R079,00-00-03,5 AVE-59 ST,NQR,BMT,03/15/2015,06:00:00,REGULAR,0001570270,0000604283                                          
A006,R079,00-00-03,5 AVE-59 ST,NQR,BMT,03/15/2015,10:00:00,REGULAR,0001570300,0000604324                                          
A006,R079,00-00-03,5 AVE-59 ST,NQR,BMT,03/15/2015,14:00:00,REGULAR,0001570379,0000604405                                          
A006,R079,00-00-03,5 AVE-59 ST,NQR,BMT,03/15/2015,18:00:00,REGULAR,0001570627,0000604452                                          
A006,R079,00-00-03,5 AVE-59 ST,NQR,BMT,03/15/2015,22:00:00,REGULAR,0001570774,0000604467                                          
A006,R079,00-00-03,5 AVE-59 ST,NQR,BMT,03/16/2015,02:00:00,REGULAR,0001570812,0000604471                                          
A006,R079,00-00-03,5 AVE-59 ST,NQR,BMT,03/16/2015,06:00:00,REGULAR,0001570816,0000604475                                          
A006,R079,00-00-03,5 AVE-59 ST,NQR,BMT,03/16/2015,10:00:00,REGULAR,0001570850,0000604708                                          
A006,R079,00-00-03,5 AVE-59 ST,NQR,BMT,03/16/2015,14:00:00,REGULAR,0001570997,0000604804                                          
A006,R079,00-00-03,5 AVE-59 ST,NQR,BMT,03/16/2015,18:00:00,REGULAR,0001571528,0000604887                                          
A006,R079,00-00-03,5 AVE-59 ST,NQR,BMT,03/16/2015,22:00:00,REGULAR,0001571968,0000604908                                          
A006,R079,00-00-03,5 AVE-59 ST,NQR,BMT,03/17/2015,02:00:00,REGULAR,0001572031,0000604911                                          
A006,R079,00-00-03,5 AVE-59 ST,NQR,BMT,03/17/2015,06:00:00,REGULAR,0001572032,0000604916                                          
A006,R079,00-00-03,5 AVE-59 ST,NQR,BMT,03/17/2015,10:00:00,REGULAR,0001572080,0000605222                                          
A006,R079,00-00-03,5 AVE-59 ST,NQR,BMT,03/17/2015,14:00:00,REGULAR,0001572288,0000605383                                          
A006,R079,00-00-03,5 AVE-59 ST,NQR,BMT,03/17/2015,18:00:00,REGULAR,0001572907,0000605484                                          
A006,R079,00-00-03,5 AVE-59 ST,NQR,BMT,03/17/2015,22:00:00,REGULAR,0001573353,0000605509                                          
A006,R079,00-00-03,5 AVE-59 ST,NQR,BMT,03/18/2015,02:00:00,REGULAR,0001573409,0000605515                                          
A006,R079,00-00-03,5 AVE-59 ST,NQR,BMT,03/18/2015,06:00:00,REGULAR,0001573412,0000605523                                          
A006,R079,00-00-03,5 AVE-59 ST,NQR,BMT,03/18/2015,10:00:00,REGULAR,0001573465,0000605763                                          
A006,R079,00-00-03,5 AVE-59 ST,NQR,BMT,03/18/2015,14:00:00,REGULAR,0001573617,0000605854                                          
A006,R079,00-00-03,5 AVE-59 ST,NQR,BMT,03/18/2015,18:00:00,REGULAR,0001574202,0000605930                                          
A006,R079,00-00-03,5 AVE-59 ST,NQR,BMT,03/18/2015,22:00:00,REGULAR,0001574619,0000605985                                          
A006,R079,00-00-03,5 AVE-59 ST,NQR,BMT,03/19/2015,02:00:00,REGULAR,0001574679,0000605990                                          
A006,R079,00-00-03,5 AVE-59 ST,NQR,BMT,03/19/2015,06:00:00,REGULAR,0001574681,0000605993                                          
A006,R079,00-00-03,5 AVE-59 ST,NQR,BMT,03/19/2015,10:00:00,REGULAR,0001574730,0000606250                                          
A006,R079,00-00-03,5 AVE-59 ST,NQR,BMT,03/19/2015,14:00:00,REGULAR,0001574876,0000606333                                          
A006,R079,00-00-03,5 AVE-59 ST,NQR,BMT,03/19/2015,18:00:00,REGULAR,0001575452,0000606417                                          
A006,R079,00-00-03,5 AVE-59 ST,NQR,BMT,03/19/2015,22:00:00,REGULAR,0001575842,0000606454                                          
A006,R079,00-00-03,5 AVE-59 ST,NQR,BMT,03/20/2015,02:00:00,REGULAR,0001575897,0000606462                                          
A006,R079,00-00-03,5 AVE-59 ST,NQR,BMT,03/20/2015,06:00:00,REGULAR,0001575900,0000606468                                          
A006,R079,00-00-03,5 AVE-59 ST,NQR,BMT,03/20/2015,10:00:00,REGULAR,0001575936,0000606683                                          
A006,R079,00-00-03,5 AVE-59 ST,NQR,BMT,03/20/2015,14:00:00,REGULAR,0001576097,0000606765                                          
A006,R079,00-00-03,5 AVE-59 ST,NQR,BMT,03/20/2015,18:00:00,REGULAR,0001576686,0000606830                                          
A006,R079,00-00-03,5 AVE-59 ST,NQR,BMT,03/20/2015,22:00:00,REGULAR,0001577035,0000606857                                          
A006,R079,00-00-04,5 AVE-59 ST,NQR,BMT,03/14/2015,02:00:00,REGULAR,0006309969,0002819050                                          
A006,R079,00-00-04,5 AVE-59 ST,NQR,BMT,03/14/2015,06:00:00,REGULAR,0006309977,0002819053                                          
A006,R079,00-00-04,5 AVE-59 ST,NQR,BMT,03/14/2015,10:00:00,REGULAR,0006309997,0002819107                                          
A006,R079,00-00-04,5 AVE-59 ST,NQR,BMT,03/14/2015,14:00:00,REGULAR,0006310053,0002819150                                          
A006,R079,00-00-04,5 AVE-59 ST,NQR,BMT,03/14/2015,18:00:00,REGULAR,0006310249,0002819196                                          
A006,R079,00-00-04,5 AVE-59 ST,NQR,BMT,03/14/2015,22:00:00,REGULAR,0006310415,0002819216                                          
A006,R079,00-00-04,5 AVE-59 ST,NQR,BMT,03/15/2015,02:00:00,REGULAR,0006310453,0002819219                                          
A006,R079,00-00-04,5 AVE-59 ST,NQR,BMT,03/15/2015,06:00:00,REGULAR,0006310460,0002819220                                          
A006,R079,00-00-04,5 AVE-59 ST,NQR,BMT,03/15/2015,10:00:00,REGULAR,0006310486,0002819252                                          
A006,R079,00-00-04,5 AVE-59 ST,NQR,BMT,03/15/2015,14:00:00,REGULAR,0006310560,0002819322                                          
A006,R079,00-00-04,5 AVE-59 ST,NQR,BMT,03/15/2015,18:00:00,REGULAR,0006310773,0002819385                                          
A006,R079,00-00-04,5 AVE-59 ST,NQR,BMT,03/15/2015,22:00:00,REGULAR,0006310894,0002819405                                          
A006,R079,00-00-04,5 AVE-59 ST,NQR,BMT,03/16/2015,02:00:00,REGULAR,0006310934,0002819409                                          
A006,R079,00-00-04,5 AVE-59 ST,NQR,BMT,03/16/2015,06:00:00,REGULAR,0006310936,0002819414                                          
A006,R079,00-00-04,5 AVE-59 ST,NQR,BMT,03/16/2015,10:00:00,REGULAR,0006310979,0002819650                                          
A006,R079,00-00-04,5 AVE-59 ST,NQR,BMT,03/16/2015,14:00:00,REGULAR,0006311107,0002819732                                          
A006,R079,00-00-04,5 AVE-59 ST,NQR,BMT,03/16/2015,18:00:00,REGULAR,0006311658,0002819803                                          
A006,R079,00-00-04,5 AVE-59 ST,NQR,BMT,03/16/2015,22:00:00,REGULAR,0006312069,0002819845                                          
A006,R079,00-00-04,5 AVE-59 ST,NQR,BMT,03/17/2015,02:00:00,REGULAR,0006312122,0002819852                                          
A006,R079,00-00-04,5 AVE-59 ST,NQR,BMT,03/17/2015,06:00:00,REGULAR,0006312126,0002819860                                          
A006,R079,00-00-04,5 AVE-59 ST,NQR,BMT,03/17/2015,10:00:00,REGULAR,0006312184,0002820163                                          
A006,R079,00-00-04,5 AVE-59 ST,NQR,BMT,03/17/2015,14:00:00,REGULAR,0006312422,0002820279                                          
A006,R079,00-00-04,5 AVE-59 ST,NQR,BMT,03/17/2015,18:00:00,REGULAR,0006313129,0002820374                                          
A006,R079,00-00-04,5 AVE-59 ST,NQR,BMT,03/17/2015,22:00:00,REGULAR,0006313510,0002820410                                          
A006,R079,00-00-04,5 AVE-59 ST,NQR,BMT,03/18/2015,02:00:00,REGULAR,0006313553,0002820413                                          
A006,R079,00-00-04,5 AVE-59 ST,NQR,BMT,03/18/2015,06:00:00,REGULAR,0006313556,0002820417                                          
A006,R079,00-00-04,5 AVE-59 ST,NQR,BMT,03/18/2015,10:00:00,REGULAR,0006313603,0002820681                                          
A006,R079,00-00-04,5 AVE-59 ST,NQR,BMT,03/18/2015,14:00:00,REGULAR,0006313746,0002820777                                          
A006,R079,00-00-04,5 AVE-59 ST,NQR,BMT,03/18/2015,18:00:00,REGULAR,0006314344,0002820865                                          
A006,R079,00-00-04,5 AVE-59 ST,NQR,BMT,03/18/2015,22:00:00,REGULAR,0006314771,0002820904                                          
A006,R079,00-00-04,5 AVE-59 ST,NQR,BMT,03/19/2015,02:00:00,REGULAR,0006314837,0002820909                                          
A006,R079,00-00-04,5 AVE-59 ST,NQR,BMT,03/19/2015,06:00:00,REGULAR,0006314847,0002820914                                          
A006,R079,00-00-04,5 AVE-59 ST,NQR,BMT,03/19/2015,10:00:00,REGULAR,0006314889,0002821156                                          
A006,R079,00-00-04,5 AVE-59 ST,NQR,BMT,03/19/2015,14:00:00,REGULAR,0006315016,0002821246                                          
A006,R079,00-00-04,5 AVE-59 ST,NQR,BMT,03/19/2015,18:00:00,REGULAR,0006315619,0002821342                                          
A006,R079,00-00-04,5 AVE-59 ST,NQR,BMT,03/19/2015,22:00:00,REGULAR,0006316013,0002821377                                          
A006,R079,00-00-04,5 AVE-59 ST,NQR,BMT,03/20/2015,02:00:00,REGULAR,0006316068,0002821386                                          
A006,R079,00-00-04,5 AVE-59 ST,NQR,BMT,03/20/2015,06:00:00,REGULAR,0006316076,0002821392                                          
A006,R079,00-00-04,5 AVE-59 ST,NQR,BMT,03/20/2015,10:00:00,REGULAR,0006316119,0002821619                                          
A006,R079,00-00-04,5 AVE-59 ST,NQR,BMT,03/20/2015,14:00:00,REGULAR,0006316258,0002821709                                          
A006,R079,00-00-04,5 AVE-59 ST,NQR,BMT,03/20/2015,18:00:00,REGULAR,0006316849,0002821800                                          
A006,R079,00-00-04,5 AVE-59 ST,NQR,BMT,03/20/2015,22:00:00,REGULAR,0006317166,0002821821                                          
A006,R079,00-03-00,5 AVE-59 ST,NQR,BMT,03/14/2015,02:00:00,REGULAR,0007316776,0003346140                                          
A006,R079,00-03-00,5 AVE-59 ST,NQR,BMT,03/14/2015,06:00:00,REGULAR,0007316778,0003346143                                          
A006,R079,00-03-00,5 AVE-59 ST,NQR,BMT,03/14/2015,10:00:00,REGULAR,0007316786,0003346193                                          
A006,R079,00-03-00,5 AVE-59 ST,NQR,BMT,03/14/2015,14:00:00,REGULAR,0007316862,0003346273                                          
A006,R079,00-03-00,5 AVE-59 ST,NQR,BMT,03/14/2015,18:00:00,REGULAR,0007317130,0003346345                                          
A006,R079,00-03-00,5 AVE-59 ST,NQR,BMT,03/14/2015,22:00:00,REGULAR,0007317342,0003346376                                          
A006,R079,00-03-00,5 AVE-59 ST,NQR,BMT,03/15/2015,02:00:00,REGULAR,0007317360,0003346380                                          
A006,R079,00-03-00,5 AVE-59 ST,NQR,BMT,03/15/2015,06:00:00,REGULAR,0007317361,0003346381                                          
A006,R079,00-03-00,5 AVE-59 ST,NQR,BMT,03/15/2015,10:00:00,REGULAR,0007317381,0003346410                                          
A006,R079,00-03-00,5 AVE-59 ST,NQR,BMT,03/15/2015,14:00:00,REGULAR,0007317474,0003346483                                          
A006,R079,00-03-00,5 AVE-59 ST,NQR,BMT,03/15/2015,18:00:00,REGULAR,0007317757,0003346554                                          
A006,R079,00-03-00,5 AVE-59 ST,NQR,BMT,03/15/2015,22:00:00,REGULAR,0007317877,0003346569                                          
A006,R079,00-03-00,5 AVE-59 ST,NQR,BMT,03/16/2015,02:00:00,REGULAR,0007317896,0003346570                                          
A006,R079,00-03-00,5 AVE-59 ST,NQR,BMT,03/16/2015,06:00:00,REGULAR,0007317897,0003346574                                          
A006,R079,00-03-00,5 AVE-59 ST,NQR,BMT,03/16/2015,10:00:00,REGULAR,0007317954,0003346857                                          
A006,R079,00-03-00,5 AVE-59 ST,NQR,BMT,03/16/2015,14:00:00,REGULAR,0007318158,0003346952                                          
A006,R079,00-03-00,5 AVE-59 ST,NQR,BMT,03/16/2015,18:00:00,REGULAR,0007318946,0003347073                                          
A006,R079,00-03-00,5 AVE-59 ST,NQR,BMT,03/16/2015,22:00:00,REGULAR,0007319489,0003347113                                          
A006,R079,00-03-00,5 AVE-59 ST,NQR,BMT,03/17/2015,02:00:00,REGULAR,0007319517,0003347115                                          
A006,R079,00-03-00,5 AVE-59 ST,NQR,BMT,03/17/2015,06:00:00,REGULAR,0007319518,0003347120                                          
A006,R079,00-03-00,5 AVE-59 ST,NQR,BMT,03/17/2015,10:00:00,REGULAR,0007319591,0003347414                                          
A006,R079,00-03-00,5 AVE-59 ST,NQR,BMT,03/17/2015,14:00:00,REGULAR,0007319903,0003347670                                          
A006,R079,00-03-00,5 AVE-59 ST,NQR,BMT,03/17/2015,18:00:00,REGULAR,0007320862,0003347816                                          
A006,R079,00-03-00,5 AVE-59 ST,NQR,BMT,03/17/2015,22:00:00,REGULAR,0007321347,0003347847                                          
A006,R079,00-03-00,5 AVE-59 ST,NQR,BMT,03/18/2015,02:00:00,REGULAR,0007321377,0003347854                                          
A006,R079,00-03-00,5 AVE-59 ST,NQR,BMT,03/18/2015,06:00:00,REGULAR,0007321377,0003347862                                          
A006,R079,00-03-00,5 AVE-59 ST,NQR,BMT,03/18/2015,10:00:00,REGULAR,0007321457,0003348147                                          
A006,R079,00-03-00,5 AVE-59 ST,NQR,BMT,03/18/2015,14:00:00,REGULAR,0007321670,0003348256                                          
A006,R079,00-03-00,5 AVE-59 ST,NQR,BMT,03/18/2015,18:00:00,REGULAR,0007322487,0003348357                                          
A006,R079,00-03-00,5 AVE-59 ST,NQR,BMT,03/18/2015,22:00:00,REGULAR,0007323050,0003348390                                          
A006,R079,00-03-00,5 AVE-59 ST,NQR,BMT,03/19/2015,02:00:00,REGULAR,0007323080,0003348395                                          
A006,R079,00-03-00,5 AVE-59 ST,NQR,BMT,03/19/2015,06:00:00,REGULAR,0007323082,0003348400                                          
A006,R079,00-03-00,5 AVE-59 ST,NQR,BMT,03/19/2015,10:00:00,REGULAR,0007323155,0003348668                                          
A006,R079,00-03-00,5 AVE-59 ST,NQR,BMT,03/19/2015,14:00:00,REGULAR,0007323383,0003348779                                          
A006,R079,00-03-00,5 AVE-59 ST,NQR,BMT,03/19/2015,18:00:00,REGULAR,0007324218,0003348909                                          
A006,R079,00-03-00,5 AVE-59 ST,NQR,BMT,03/19/2015,22:00:00,REGULAR,0007324750,0003348959                                          
A006,R079,00-03-00,5 AVE-59 ST,NQR,BMT,03/20/2015,02:00:00,REGULAR,0007324783,0003348959                                          
A006,R079,00-03-00,5 AVE-59 ST,NQR,BMT,03/20/2015,06:00:00,REGULAR,0007324785,0003348965                                          
A006,R079,00-03-00,5 AVE-59 ST,NQR,BMT,03/20/2015,10:00:00,REGULAR,0007324854,0003349207                                          
A006,R079,00-03-00,5 AVE-59 ST,NQR,BMT,03/20/2015,14:00:00,REGULAR,0007325020,0003349325                                          
A006,R079,00-03-00,5 AVE-59 ST,NQR,BMT,03/20/2015,18:00:00,REGULAR,0007325836,0003349451                                          
A006,R079,00-03-00,5 AVE-59 ST,NQR,BMT,03/20/2015,22:00:00,REGULAR,0007326239,0003349483                                          
A006,R079,00-03-01,5 AVE-59 ST,NQR,BMT,03/14/2015,02:00:00,REGULAR,0001040364,0000546618                                          
A006,R079,00-03-01,5 AVE-59 ST,NQR,BMT,03/14/2015,06:00:00,REGULAR,0001040373,0000546623                                          
A006,R079,00-03-01,5 AVE-59 ST,NQR,BMT,03/14/2015,10:00:00,REGULAR,0001040403,0000546779                                          
A006,R079,00-03-01,5 AVE-59 ST,NQR,BMT,03/14/2015,14:00:00,REGULAR,0001040506,0000546958                                          
A006,R079,00-03-01,5 AVE-59 ST,NQR,BMT,03/14/2015,18:00:00,REGULAR,0001040823,0000547092                                          
A006,R079,00-03-01,5 AVE-59 ST,NQR,BMT,03/14/2015,22:00:00,REGULAR,0001041136,0000547145                                          
A006,R079,00-03-01,5 AVE-59 ST,NQR,BMT,03/15/2015,02:00:00,REGULAR,0001041178,0000547160                                          
A006,R079,00-03-01,5 AVE-59 ST,NQR,BMT,03/15/2015,06:00:00,REGULAR,0001041181,0000547168                                          
A006,R079,00-03-01,5 AVE-59 ST,NQR,BMT,03/15/2015,10:00:00,REGULAR,0001041228,0000547316                                          
A006,R079,00-03-01,5 AVE-59 ST,NQR,BMT,03/15/2015,14:00:00,REGULAR,0001041350,0000547480                                          
A006,R079,00-03-01,5 AVE-59 ST,NQR,BMT,03/15/2015,18:00:00,REGULAR,0001041684,0000547624                                          
A006,R079,00-03-01,5 AVE-59 ST,NQR,BMT,03/15/2015,22:00:00,REGULAR,0001041861,0000547647                                          
A006,R079,00-03-01,5 AVE-59 ST,NQR,BMT,03/16/2015,02:00:00,REGULAR,0001041892,0000547652                                          
A006,R079,00-03-01,5 AVE-59 ST,NQR,BMT,03/16/2015,06:00:00,REGULAR,0001041893,0000547667                                          
A006,R079,00-03-01,5 AVE-59 ST,NQR,BMT,03/16/2015,10:00:00,REGULAR,0001041990,0000548255                                          
A006,R079,00-03-01,5 AVE-59 ST,NQR,BMT,03/16/2015,14:00:00,REGULAR,0001042256,0000548480                                          
A006,R079,00-03-01,5 AVE-59 ST,NQR,BMT,03/16/2015,18:00:00,REGULAR,0001043212,0000548634                                          
A006,R079,00-03-01,5 AVE-59 ST,NQR,BMT,03/16/2015,22:00:00,REGULAR,0001043929,0000548671                                          
A006,R079,00-03-01,5 AVE-59 ST,NQR,BMT,03/17/2015,02:00:00,REGULAR,0001043988,0000548684                                          
A006,R079,00-03-01,5 AVE-59 ST,NQR,BMT,03/17/2015,06:00:00,REGULAR,0001043991,0000548698                                          
A006,R079,00-03-01,5 AVE-59 ST,NQR,BMT,03/17/2015,10:00:00,REGULAR,0001044094,0000549322                                          
A006,R079,00-03-01,5 AVE-59 ST,NQR,BMT,03/17/2015,14:00:00,REGULAR,0001044487,0000549777                                          
A006,R079,00-03-01,5 AVE-59 ST,NQR,BMT,03/17/2015,18:00:00,REGULAR,0001045605,0000549950                                          
A006,R079,00-03-01,5 AVE-59 ST,NQR,BMT,03/17/2015,22:00:00,REGULAR,0001046238,0000549989                                          
A006,R079,00-03-01,5 AVE-59 ST,NQR,BMT,03/18/2015,02:00:00,REGULAR,0001046294,0000549996                                          
A006,R079,00-03-01,5 AVE-59 ST,NQR,BMT,03/18/2015,06:00:00,REGULAR,0001046299,0000550011                                          
A006,R079,00-03-01,5 AVE-59 ST,NQR,BMT,03/18/2015,10:00:00,REGULAR,0001046397,0000550609                                          
A006,R079,00-03-01,5 AVE-59 ST,NQR,BMT,03/18/2015,14:00:00,REGULAR,0001046709,0000550832                                          
A006,R079,00-03-01,5 AVE-59 ST,NQR,BMT,03/18/2015,18:00:00,REGULAR,0001047694,0000551000                                          
A006,R079,00-03-01,5 AVE-59 ST,NQR,BMT,03/18/2015,22:00:00,REGULAR,0001048391,0000551052                                          
A006,R079,00-03-01,5 AVE-59 ST,NQR,BMT,03/19/2015,02:00:00,REGULAR,0001048450,0000551056                                          
A006,R079,00-03-01,5 AVE-59 ST,NQR,BMT,03/19/2015,06:00:00,REGULAR,0001048457,0000551071                                          
A006,R079,00-03-01,5 AVE-59 ST,NQR,BMT,03/19/2015,10:00:00,REGULAR,0001048558,0000551682                                          
A006,R079,00-03-01,5 AVE-59 ST,NQR,BMT,03/19/2015,14:00:00,REGULAR,0001048858,0000551939                                          
A006,R079,00-03-01,5 AVE-59 ST,NQR,BMT,03/19/2015,18:00:00,REGULAR,0001049871,0000552111                                          
A006,R079,00-03-01,5 AVE-59 ST,NQR,BMT,03/19/2015,22:00:00,REGULAR,0001050548,0000552149                                          
A006,R079,00-03-01,5 AVE-59 ST,NQR,BMT,03/20/2015,02:00:00,REGULAR,0001050625,0000552157                                          
A006,R079,00-03-01,5 AVE-59 ST,NQR,BMT,03/20/2015,06:00:00,REGULAR,0001050627,0000552171                                          
A006,R079,00-03-01,5 AVE-59 ST,NQR,BMT,03/20/2015,10:00:00,REGULAR,0001050716,0000552721                                          
A006,R079,00-03-01,5 AVE-59 ST,NQR,BMT,03/20/2015,14:00:00,REGULAR,0001050969,0000552935                                          
A006,R079,00-03-01,5 AVE-59 ST,NQR,BMT,03/20/2015,18:00:00,REGULAR,0001051981,0000553107                                          
A006,R079,00-03-01,5 AVE-59 ST,NQR,BMT,03/20/2015,22:00:00,REGULAR,0001052580,0000553129                                          
A006,R079,00-03-02,5 AVE-59 ST,NQR,BMT,03/14/2015,02:00:00,REGULAR,0012530373,0013327232                                          
A006,R079,00-03-02,5 AVE-59 ST,NQR,BMT,03/14/2015,06:00:00,REGULAR,0012530379,0013327249                                          
A006,R079,00-03-02,5 AVE-59 ST,NQR,BMT,03/14/2015,10:00:00,REGULAR,0012530419,0013327677                                          
A006,R079,00-03-02,5 AVE-59 ST,NQR,BMT,03/14/2015,14:00:00,REGULAR,0012530545,0013328037                                          
A006,R079,00-03-02,5 AVE-59 ST,NQR,BMT,03/14/2015,18:00:00,REGULAR,0012530974,0013328272                                          
A006,R079,00-03-02,5 AVE-59 ST,NQR,BMT,03/14/2015,22:00:00,REGULAR,0012531354,0013328358                                          
A006,R079,00-03-02,5 AVE-59 ST,NQR,BMT,03/15/2015,02:00:00,REGULAR,0012531435,0013328392                                          
A006,R079,00-03-02,5 AVE-59 ST,NQR,BMT,03/15/2015,06:00:00,REGULAR,0012531439,0013328415                                          
A006,R079,00-03-02,5 AVE-59 ST,NQR,BMT,03/15/2015,10:00:00,REGULAR,0012531503,0013328766                                          
A006,R079,00-03-02,5 AVE-59 ST,NQR,BMT,03/15/2015,14:00:00,REGULAR,0012531674,0013329141                                          
A006,R079,00-03-02,5 AVE-59 ST,NQR,BMT,03/15/2015,18:00:00,REGULAR,0012532078,0013329417                                          
A006,R079,00-03-02,5 AVE-59 ST,NQR,BMT,03/15/2015,22:00:00,REGULAR,0012532320,0013329480                                          
A006,R079,00-03-02,5 AVE-59 ST,NQR,BMT,03/16/2015,02:00:00,REGULAR,0012532370,0013329492                                          
A006,R079,00-03-02,5 AVE-59 ST,NQR,BMT,03/16/2015,06:00:00,REGULAR,0012532372,0013329541                                          
A006,R079,00-03-02,5 AVE-59 ST,NQR,BMT,03/16/2015,10:00:00,REGULAR,0012532534,0013330804                                          
A006,R079,00-03-02,5 AVE-59 ST,NQR,BMT,03/16/2015,14:00:00,REGULAR,0012532919,0013331289                                          
A006,R079,00-03-02,5 AVE-59 ST,NQR,BMT,03/16/2015,18:00:00,REGULAR,0012534145,0013331506                                          
A006,R079,00-03-02,5 AVE-59 ST,NQR,BMT,03/16/2015,22:00:00,REGULAR,0012534978,0013331576                                          
A006,R079,00-03-02,5 AVE-59 ST,NQR,BMT,03/17/2015,02:00:00,REGULAR,0012535066,0013331594                                          
A006,R079,00-03-02,5 AVE-59 ST,NQR,BMT,03/17/2015,06:00:00,REGULAR,0012535072,0013331638                                          
A006,R079,00-03-02,5 AVE-59 ST,NQR,BMT,03/17/2015,10:00:00,REGULAR,0012535225,0013332918                                          
A006,R079,00-03-02,5 AVE-59 ST,NQR,BMT,03/17/2015,14:00:00,REGULAR,0012535704,0013333669                                          
A006,R079,00-03-02,5 AVE-59 ST,NQR,BMT,03/17/2015,18:00:00,REGULAR,0012537020,0013333930                                          
A006,R079,00-03-02,5 AVE-59 ST,NQR,BMT,03/17/2015,22:00:00,REGULAR,0012537888,0013333994                                          
A006,R079,00-03-02,5 AVE-59 ST,NQR,BMT,03/18/2015,02:00:00,REGULAR,0012537982,0013334014                                          
A006,R079,00-03-02,5 AVE-59 ST,NQR,BMT,03/18/2015,06:00:00,REGULAR,0012537988,0013334066                                          
A006,R079,00-03-02,5 AVE-59 ST,NQR,BMT,03/18/2015,10:00:00,REGULAR,0012538156,0013335370                                          
A006,R079,00-03-02,5 AVE-59 ST,NQR,BMT,03/18/2015,14:00:00,REGULAR,0012538557,0013335907                                          
A006,R079,00-03-02,5 AVE-59 ST,NQR,BMT,03/18/2015,18:00:00,REGULAR,0012539812,0013336108                                          
A006,R079,00-03-02,5 AVE-59 ST,NQR,BMT,03/18/2015,22:00:00,REGULAR,0012540689,0013336172                                          
A006,R079,00-03-02,5 AVE-59 ST,NQR,BMT,03/19/2015,02:00:00,REGULAR,0012540797,0013336201                                          
A006,R079,00-03-02,5 AVE-59 ST,NQR,BMT,03/19/2015,06:00:00,REGULAR,0012540803,0013336249                                          
A006,R079,00-03-02,5 AVE-59 ST,NQR,BMT,03/19/2015,10:00:00,REGULAR,0012540955,0013337558                                          
A006,R079,00-03-02,5 AVE-59 ST,NQR,BMT,03/19/2015,14:00:00,REGULAR,0012541379,0013338085                                          
A006,R079,00-03-02,5 AVE-59 ST,NQR,BMT,03/19/2015,18:00:00,REGULAR,0012542582,0013338289                                          
A006,R079,00-03-02,5 AVE-59 ST,NQR,BMT,03/19/2015,22:00:00,REGULAR,0012543371,0013338359                                          
A006,R079,00-03-02,5 AVE-59 ST,NQR,BMT,03/20/2015,02:00:00,REGULAR,0012543465,0013338385                                          
